"capturedate","id","lat","long","alt"
"2023-11-02T17:01:33","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T17:08:41","-8870730110002065067",43.4694412624667,-80.5425938478158,346.180587935261
"2023-11-02T17:16:34","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T17:31:34","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T17:46:35","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T17:53:19","-8870730110002065067",43.4629222725486,-80.5432730760169,356.946798443794
"2023-11-02T18:01:36","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T18:10:13","-8870730110002065067",43.4630075523799,-80.5433567377112,344.781120457686
"2023-11-02T18:16:37","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T18:31:38","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T18:46:38","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T18:47:27","38a7fe867c5e7119",43.4719744,-80.5626516,306.100006103516
"2023-11-02T19:01:38","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T19:16:38","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T19:31:39","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T19:46:39","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T20:01:40","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T20:16:40","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T20:20:27","-8870730110002065067",43.463123809132,-80.5432186590415,349.632970897481
"2023-11-02T20:31:41","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T20:46:42","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T20:55:56","-8870730110002065067",43.4630441664876,-80.5431916741163,337.317318776622
"2023-11-02T21:01:43","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T21:16:43","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T21:20:24","-8870730110002065067",43.4630794030512,-80.5431619524862,336.91484501306
"2023-11-02T21:31:43","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T21:41:20","-8870730110002065067",43.4628889834782,-80.5432048767212,340.863960215822
"2023-11-02T21:46:44","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T22:01:44","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T22:13:50","-8870730110002065067",43.46298014775,-80.5430657635447,335.93680659309
"2023-11-02T22:16:45","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T22:31:45","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T22:32:15","-8870730110002065067",43.4630275914674,-80.5431037682826,341.595872858539
"2023-11-02T22:46:46","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T23:01:46","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T23:16:47","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T23:31:47","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T23:32:13","-8870730110002065067",43.4628967581644,-80.5432716588674,352.326144682243
"2023-11-02T23:46:47","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-02T23:53:26","-8870730110002065067",43.4628945860918,-80.5432405489812,352.98716603592
"2023-11-03T00:01:48","4179379508868081613",43.584692391626,-80.4795039349078,325.573634322733
"2023-11-03T00:12:09","-8870730110002065067",43.4629937815691,-80.5432169239156,350.598792403936
